Date,SIBT,ALDT,AIBT,Flight In,A/C Type,Flight Out,SOBT,AOBT,ATOT,Original Bay,Original Gate,Final Bay,Bay History 1,Bay Reason 1,Gate History 1,Gate Reason 1,Bay History 2,Bay Reason 2,Gate History 2,Gate Reason 2,Bay History 3,Bay Reason 3,Gate History 3,Gate Reason 3,Bay History 4,Bay Reason 4,Gate History 4,Gate Reason 4,Bay History 5,Bay Reason 5,Gate History 5,Gate Reason 5
4/2/2026,11:45/02,11:18/02,,6E 1077,32N,6E 1076,12:45/02,,13:08/02,15,82I,38,38,Stand Occ,82I,,,,,,,,,,,,,,,,,
4/2/2026,11:50/02,11:56/02,,SU 254,77W,SU 255,14:35/02,,14:55/02,33,82I,11,11,Contact Avail,82I,,,,,,,,,,,,,,,,,
4/2/2026,11:50/02,11:47/02,,SL 754,738,SL 755,12:35/02,,12:52/02,4,04D,8,8,Stand Occ,04D,,,,,,,,,,,,,,,,,
4/2/2026,11:55/02,11:26/02,,SU 643,77W,SU 635,14:00/02,,14:29/02,11,81I,33,33,Stand Occ,81I,,,,,,,,,,,,,,,,,
4/2/2026,12:00/02,11:51/02,,EK 378,77W,EK 379,19:55/02,,19:55/02,31,82I,32,32,Stand Occ,82I,,,,,,,,,,,,,,,,,
4/2/2026,12:10/02,12:12/02,,PG 275,319,PG 276,12:55/02,,13:20/02,8,08I,4,4,Stand Occ,08I,,,,,,,,,,,,,,,,,
4/2/2026,12:30/02,12:28/02,,OD 540,738,OD 541,13:30/02,,13:36/02,39,83I,34R,34R,Stand Occ,83I,,,,,,,,,,,,,,,,,
4/2/2026,12:50/02,12:37/02,,CA 413,32Q,CA 414,14:00/02,,14:24/02,40,84I,34L,34L,Stand Occ,84I,,,,,,,,,,,,,,,,,
4/2/2026,12:55/02,12:55/02,,JQ 071,32Q,JQ 072,14:25/02,,14:25/02,37,81I,8,8,Contact Avail,81I,,,,,,,,,,,,,,,,,
4/2/2026,13:00/02,12:54/02,,AK 824,320,AK 825,13:35/02,,13:51/02,14,84I,1,1,Stand Occ,84I,,,,,,,,,,,,,,,,,
4/2/2026,13:05/02,12:58/02,,FD 4110,320,FD 4111,13:35/02,,13:48/02,6,06D,5,5,Stand Occ,06D,,,,,,,,,,,,,,,,,
4/2/2026,13:05/02,12:45/02,,VZ 414,320,VZ 417,13:35/02,,14:11/02,4,04D,6,6,Stand Occ,04D,,,,,,,,,,,,,,,,,
4/2/2026,13:10/02,13:02/02,,FD 3003,320,FD 3004,13:45/02,,14:05/02,5,05I,4,4,Stand Occ,05I,,,,,,,,,,,,,,,,,
4/2/2026,13:10/02,13:58/02,,PG 405,ATR,PG 406,13:45/02,,13:45/02,2,83D,3,3,Stand Occ,83D,,,,,,,,,,,,,,,,,
4/2/2026,13:15/02,13:11/02,,TR 644,32Q,TR 645,14:15/02,,14:38/02,35,83I,2,2,Stand Occ,83I,,,,,,,,,,,,,,,,,
4/2/2026,13:20/02,13:06/02,,6B 391,788,6B 392,15:20/02,,15:28/02,32,81I,14,14,Contact Avail,81I,Gate Congestion,,,81I,,,,,,,,,,,,,
4/2/2026,13:55/02,14:13/02,,FD 3005,320,FD 3006,14:25/02,,15:06/02,8,08I,4,4,Stand Occ,08I,,,,,,,,,,,,,,,,,
4/2/2026,14:30/02,14:37/02,,FD 3091,32Q,FD 3092,15:10/02,,15:34/02,1,84I,9,9,Contact Avail,84I,,,,,,,,,,,,,,,,,
4/2/2026,14:40/02,14:22/02,,PG 281,ATR,PG 282,15:10/02,,15:09/02,3,83D,1,2,Stand Occ,83D,,1,Stand Occ,83D,,,,,,,,,,,,,
4/2/2026,15:00/02,14:52/02,,VZ 2300,321,VZ 2301,15:40/02,,15:50/02,7,07I,8,8,Stand Occ,07I,,,,,,,,,,,,,,,,,
4/2/2026,15:25/02,15:04/02,,TG 211,320,TG 212,16:05/02,,16:03/02,8,08I,7,7,Stand Occ,08I,,,,,,,,,,,,,,,,,
4/2/2026,15:30/02,15:40/02,,PG 255,ATR,PG 256,16:00/02,,16:30/02,3,83D,1,1,Stand Occ,83D,,,,,,,,,,,,,,,,,
4/2/2026,15:50/02,16:46/02,,FD 4112,320,FD 4113,16:20/02,,17:23/02,4,04D,8,9,Stand Occ,04D,,8,Stand Occ,04D,,,,,,,,,,,,,
4/2/2026,16:55/02,17:02/02,,FD 3017,320,FD 3018,17:25/02,,17:47/02,8,08I,9,9,Stand Occ,08I,,,,,,,,,,,,,,,,,
4/2/2026,17:15/02,17:40/02,,SL 103,738,SL 773,18:05/02,,18:43/02,2,83I,8,8,Contact Avail,83I,,,,,,,,,,,,,,,,,
4/2/2026,19:15/02,19:08/02,,SQ 740,7M8,SQ 739,20:10/02,,20:10/02,35,84I,15,15,Contact Avail,84I,,,,,,,,,,,,,,,,,
4/2/2026,19:40/02,19:44/02,,FD 4122,320,FD 192,23:50/02,,23:50/02,1,84I,3,3,Stand Occ,84I,,,,,,,,,,,,,,,,,
4/2/2026,19:45/02,19:27/02,,AI 2376,32N,AI 2377,22:20/02,,22:32/02,39,82I,31,33L,Stand Occ,82I,,31,Stand Occ,82I,,,,,,,,,,,,,
4/2/2026,19:50/02,19:18/02,,WY 831,7M8,WY 832,20:50/02,,20:50/02,11,11I,9,9,Stand Occ,11I,,,,,,,,,,,,,,,,,
4/2/2026,19:50/02,19:48/02,,TR 652,32Q,TR 653,20:50/02,,20:50/02,38,83I,33L,33L,Stand Occ,83I,,,,,,,,,,,,,,,,,
4/2/2026,20:00/02,19:40/02,,EK 396,77W,EK 397,23:45/02,,23:45/02,9,09I,11,11,Stand Occ,09I,,,,,,,,,,,,,,,,,
4/2/2026,20:00/02,19:32/02,,PG 401,ATR,PG 298,20:35/02,,20:30/02,3,83D,1,1,Stand Occ,83D,,,,,,,,,,,,,,,,,
4/2/2026,20:40/02,21:20/02,,TG 221,321,TG 222,21:20/02,,22:15/02,4,04I,6,6,Stand Occ,04I,,,,,,,,,,,,,,,,,
4/2/2026,21:25/02,21:00/02,,FD 3031,32Q,FD 3032,22:05/02,,22:15/02,6,06I,4,4,Stand Occ,06I,,,,,,,,,,,,,,,,,
4/2/2026,21:45/02,21:45/02,,FD 4419,320,FD 4420,22:15/02,,22:15/02,4,04D,6,6,Stand Occ,04D,,,,,,,,,,,,,,,,,
4/2/2026,21:50/02,21:05/02,,6E 1081,32Q,6E 1082,22:50/02,,22:50/02,10,10I,9,9,Stand Occ,10I,,,,,,,,,,,,,,,,,
4/2/2026,22:00/02,22:00/02,,FM 857,7M8,FM 858,23:05/02,,23:05/02,38,83I,32R,32R,Stand Occ,83I,,,,,,,,,,,,,,,,,
4/2/2026,22:10/02,21:43/02,,HB 270,738,HB 271,23:10/02,,23:10/02,37,81I,34R,34R,Stand Occ,81I,,,,,,,,,,,,,,,,,
4/2/2026,22:10/02,22:10/02,,KE 677,789,KE 678,23:25/02,,23:25/02,11,11I,10,10,Stand Occ,11I,,,,,,,,,,,,,,,,,
4/2/2026,22:35/02,22:35/02,,FD 3168,320,FD 3036,07:40/03,,07:40/03,6,84I,2,2,Stand Occ,84I,,,,,,,,,,,,,,,,,
4/2/2026,22:40/02,22:40/02,,9C 8521,320,9C 8522,23:35/02,,23:35/02,40,82I,12,12,Contact Avail,82I,,,,,,,,,,,,,,,,,
4/2/2026,22:45/02,22:45/02,,FM 831,7M8,FM 832,00:05/03,,00:05/03,12,82,33R,33R,Stand Occ,82,,,,,,,,,,,,,,,,,
4/2/2026,23:05/02,23:05/02,,PG 299,ATR,PG 408,07:30/03,,07:30/03,3,83D,1,1,Stand Occ,83D,,,,,,,,,,,,,,,,,
4/3/2026,22:35/02,22:35/02,,FD 3168,320,FD 3036,07:40/03,,07:40/03,6,84I,2,2,Stand Occ,84I,,,,,,,,,,,,,,,,,
4/3/2026,23:05/02,23:05/02,,PG 299,ATR,PG 408,07:30/03,,07:30/03,3,83D,1,1,Stand Occ,83D,,,,,,,,,,,,,,,,,
4/3/2026,07:25/03,07:25/03,,AI 2378,32N,AI 2379,08:25/03,,08:25/03,32R,83I,15,15,Contact Avail,83I,,,,,,,,,,,,,,,,,
4/3/2026,07:40/03,07:40/03,,VZ 302,320,VZ 400,08:15/03,,08:15/03,2,06D,6,6,Contact Avail,06D,,,,,,,,,,,,,,,,,
4/3/2026,07:50/03,07:50/03,,EY 414,32Q,EY 415,08:55/03,,08:55/03,9,09I,9,9,Stand Occ,,Gate Congestion,,,,,,,,,,,,,,,,
4/3/2026,08:20/03,08:20/03,,TR 658,32Q,TR 659,09:20/03,,09:20/03,8,82I,32L,32L,Stand Occ,82I,,,,,,,,,,,,,,,,,
4/3/2026,08:30/03,08:30/03,,SU 284,77W,SU 285,10:35/03,,10:35/03,9,14,14,14,Stand Occ,14,Gate Congestion,,,,,,,,,,,,,,,,
4/3/2026,08:35/03,08:35/03,,SQ 726,7M8,SQ 725,09:25/03,,09:25/03,14,84I,37,37,Stand Occ,84I,,,,,,,,,,,,,,,,,
4/3/2026,09:10/03,09:10/03,,SL 752,738,SL 753,09:50/03,,09:50/03,7,09d,9,9,Stand Occ,09D,Gate Congestion,,,,,,,,,,,,,,,,
4/3/2026,09:35/03,09:39/03,,PG 271,320,PG 272,10:20/03,,10:20/03,1,07i,7,7,Contact Avail,07I,Gate Congestion,,,,,,,,,,,,,,,,
4/3/2026,09:45/03,09:45/03,,MH 786,7M8,MH 787,10:30/03,,10:30/03,14,12,12,12,Stand Occ,12,,,,,,,,,,,,,,,,,
4/3/2026,10:00/03,10:00/03,,FD 3029,320,FD 3030,10:40/03,,10:40/03,3,04I,4,4,Contact Avail,04I,Gate Congestion,,,,,,,,,,,,,,,,
4/3/2026,10:05/03,10:05/03,,6E 1071,32Q,6E 1074,11:05/03,,11:05/03,12,82I,33R,33R,Stand Occ,82I,,,,,,,,,,,,,,,,,
4/3/2026,10:25/03,10:25/03,,SL 758,738,SL 759,11:15/03,,11:15/03,4,05D,5,5,Stand Occ,05D,,,,,,,,,,,,,,,,,
4/3/2026,10:30/03,10:30/03,,SU 626,333,SU 627,12:00/03,,12:00/03,10,11,11,11,Stand Occ,11,Gate Congestion,,,,,,,,,,,,,,,,
4/3/2026,10:30/03,10:30/03,,UO 724,32N,UO 725,11:15/03,,11:15/03,15,84,16,16,Stand Occ,84,,,,,,,,,,,,,,,,,
4/3/2026,10:40/03,10:40/03,,AK 832,320,AK 833,11:10/03,,11:10/03,16,83I,33L,33L,Stand Occ,83I,,,,,,,,,,,,,,,,,
4/3/2026,10:50/03,10:50/03,,CX 771,333,CX 770,11:50/03,,11:50/03,14,10,10I,10I,Stand Occ,10,Gate Congestion,,,,,,,,,,,,,,,,
4/3/2026,11:20/03,11:20/03,,KC 593,32Q,KC 594,12:35/03,,12:35/03,32L,14,14,14,Contact Avail,14,,,,,,,,,,,,,,,,,
4/3/2026,11:20/03,11:20/03,,6E 1087,32N,6E 1088,12:25/03,,12:25/03,33R,82I,32R,32R,Stand Occ,82I,,,,,,,,,,,,,,,,,
4/3/2026,12:00/03,12:00/03,,FD 3025,320,FD 3026,12:30/03,,12:30/03,6,7,7,7,Stand Occ,7,,,,,,,,,,,,,,,,,
4/3/2026,12:10/03,12:10/03,,PG 275,319,PG 276,12:55/03,,12:55/03,7,8,8,8,Stand Occ,8,,,,,,,,,,,,,,,,,
4/3/2026,12:20/03,12:20/03,,TG 207,320,TG 208,13:00/03,,13:00/03,8,6,6,6,Stand Occ,6,,,,,,,,,,,,,,,,,
4/3/2026,12:30/03,12:30/03,,OD 540,738,OD 541,13:30/03,,13:30/03,14,10,10,10,Stand Occ,10,,,,,,,,,,,,,,,,,
4/3/2026,12:40/03,12:40/03,,QP 618,7M8,QP 619,13:50/03,,13:50/03,9,81I,16,11,Stand Occ,11,,16,Stand Occ,81I,,,,,,,,,,,,,
4/3/2026,12:50/03,12:50/03,,CA 413,32Q,CA 414,14:00/03,,14:00/03,10,9,9,9,Stand Occ,9,,,,,,,,,,,,,,,,,
4/3/2026,13:00/03,13:00/03,,AK 824,320,AK 825,13:35/03,,13:35/03,11,15,15,15,Stand Occ,15,,,,,,,,,,,,,,,,,
4/3/2026,13:05/03,13:05/03,,FD 4110,320,FD 4111,13:35/03,,13:35/03,5,04D,4,4,Stand Occ,04D,,,,,,,,,,,,,,,,,
4/3/2026,13:05/03,13:05/03,,VZ 414,320,VZ 417,13:35/03,,13:35/03,4,05D,5,5,Stand Occ,05D,,,,,,,,,,,,,,,,,
4/3/2026,13:05/03,13:05/03,,VZ 401,320,VZ 303,13:40/03,,13:40/03,6,07D,7,7,Stand Occ,07D,Gate Congestion,,,,,,,,,,,,,,,,
4/3/2026,13:15/03,13:15/03,,TR 644,32Q,TR 645,14:15/03,,14:15/03,15,14,14,14,Stand Occ,14,,,,,,,,,,,,,,,,,
4/3/2026,13:55/03,13:55/03,,FY 3600,738,FY 3601,14:35/03,,14:35/03,14,15,15,15,Stand Occ,15,Gate Congestion,,,,,,,,,,,,,,,,
4/3/2026,14:10/03,14:10/03,,SQ 732,7M8,SQ 731,15:00/03,,15:00/03,9,10I,10,10,Stand Occ,10I,Gate Congestion,,,,,,,,,,,,,,,,
4/3/2026,15:05/03,15:05/03,,QP 623,7M8,QP 624,16:10/03,,16:10/03,15,11,11,11,Stand Occ,11,Gate Congestion,,,,,,,,,,,,,,,,
4/3/2026,15:20/03,15:20/03,,TK 172,333,TK 173,22:35/03,,22:35/03,14 > 33,83I,33,33,Stand Occ,83I,,,,,,,,,,,,,,,,,
4/3/2026,15:30/03,15:30/03,,AK 822,320,AK 823,16:00/03,,16:00/03,11,15,15,15,Stand Occ,15,Gate Congestion,,,,,,,,,,,,,,,,
4/3/2026,16:15/03,16:15/03,,TG 215,320,TG 216,16:55/03,,16:55/03,7,4,4,4,Stand Occ,4,,,,,,,,,,,,,,,,,
4/3/2026,16:40/03,16:40/03,,IX 938,738,IX 937,17:40/03,,17:40/03,16,81I,14,14,Contact Avail,81I,,,,,,,,,,,,,,,,,
4/3/2026,16:50/03,16:50/03,,VZ 306,320,VZ 307,17:20/03,,17:20/03,4,7,7,7,Stand Occ,7,,,,,,,,,,,,,,,,,
4/3/2026,17:10/03,17:10/03,,SQ 736,7M8,SQ 735,18:00/03,,18:00/03,9,12,12,12,Stand Occ,12,,,,,,,,,,,,,,,,,
4/3/2026,17:15/03,17:15/03,,SU 634,77W,SU 637,18:45/03,,18:45/03,12,9,9,9,Stand Occ,9,,,,,,,,,,,,,,,,,
4/3/2026,18:00/03,18:00/03,,3U 3931,321,3U 3932,19:05/03,,19:05/03,10,14,14,14,Stand Occ,14,,,,,,,,,,,,,,,,,
4/3/2026,18:30/03,18:30/03,,EY 412,781,EY 413,21:10/03,,21:10/03,9,10,10,10,Stand Occ,10,,,,,,,,,,,,,,,,,
4/3/2026,18:35/03,18:35/03,,TG 217,320,TG 218,19:15/03,,19:15/03,8,08I,4,4,Stand Occ,08I,,,,,,,,,,,,,,,,,
4/3/2026,18:40/03,18:40/03,,MH 790,738,MH 791,19:40/03,,19:40/03,14,14,8,8,Stand Occ,14,,,,,,,,,,,,,,,,,
4/3/2026,18:45/03,18:45/03,,FD 3027,32Q,FD 3028,19:20/03,,19:20/03,7,07I,6,6,Stand Occ,07I,,,,,,,,,,,,,,,,,
4/3/2026,19:15/03,19:15/03,,JQ 027,788,JQ 028,20:55/03,,20:55/03,12,12,11,9,Stand Occ,12,,11,Stand Occ,12,,,,,,,,,,,,,
4/3/2026,19:15/03,19:15/03,,SQ 740,7M8,SQ 739,20:10/03,,20:10/03,32R,81I,7,7,Contact Avail,81I,,,,,,,,,,,,,,,,,
4/3/2026,19:20/03,19:20/03,,AK 826,320,AK 827,19:50/03,,19:50/03,32L,82I,14,12,Contact Avail,82I,,14,Stand Occ,82I,,,,,,,,,,,,,
4/3/2026,19:30/03,19:30/03,,EY 416,789,EY 417,20:30/03,,20:30/03,11,11I,12,12,Stand Occ,11I,,,,,,,,,,,,,,,,,
4/3/2026,19:45/03,19:45/03,,AI 2376,32N,AI 2377,22:20/03,,22:20/03,3,84I,15,15,Contact Avail,84I,,,,,,,,,,,,,,,,,
4/3/2026,19:50/03,19:50/03,,TR 652,32Q,TR 653,20:50/03,,20:50/03,10,82I,3,3,Stand Occ,82I,,,,,,,,,,,,,,,,,
4/3/2026,19:55/03,19:55/03,,WY 831,7M8,WY 832,21:00/03,,21:00/03,15,15,9,9,Stand Occ,15,,,,,,,,,,,,,,,,,
4/3/2026,20:00/03,20:00/03,,FD 4114,320,FD 4115,20:30/03,,20:30/03,4,04D,5,5,Stand Occ,04D,,,,,,,,,,,,,,,,,
4/3/2026,20:10/03,20:10/03,,PVT201,737,RA73890,20:45/03,,20:45/03,32L,-,37,37,Stand Occ,-,,,,,,,,,,,,,,,,,
4/3/2026,20:20/03,20:20/03,,DD 530,738,DD 531,20:50/03,,20:50/03,7,07D,8,8,Stand Occ,07D,,,,,,,,,,,,,,,,,
4/3/2026,20:40/03,20:40/03,,JQ 017,788,JQ 018,22:25/03,,22:25/03,8,08I,12,12,Stand Occ,08I,,,,,,,,,,,,,,,,,
4/3/2026,20:40/03,20:40/03,,TG 221,320,TG 222,21:20/03,,21:20/03,5,05I,4,4,Stand Occ,05I,,,,,,,,,,,,,,,,,
4/3/2026,20:55/03,20:55/03,,SL 764,738,SL 765,22:05/03,,22:05/03,4,04I,5,5,Stand Occ,04I,,,,,,,,,,,,,,,,,
4/3/2026,21:15/03,21:15/03,,OZ 747,333,OZ 748,22:25/03,,22:25/03,11,11I,9,9,Stand Occ,11I,,,,,,,,,,,,,,,,,
4/3/2026,21:25/03,21:25/03,,FD 3031,32Q,FD 3032,22:05/03,,22:05/03,2,84I,8,8,Contact Avail,84I,,,,,,,,,,,,,,,,,
4/3/2026,21:45/03,21:45/03,,FD 4419,320,FD 4420,22:15/03,,22:15/03,5,05D,4,4,Stand Occ,05D,,,,,,,,,,,,,,,,,
4/3/2026,21:50/03,21:50/03,,6E 1081,32Q,6E 1082,22:50/03,,22:50/03,9,84I,34L,34L,Stand Occ,84I,,,,,,,,,,,,,,,,,
4/3/2026,21:55/03,21:55/03,,6E 1089,32Q,6E 1090,22:55/03,,22:55/03,32L,81I,39,39,Stand Occ,81I,,,,,,,,,,,,,,,,,
4/3/2026,22:00/03,22:00/03,,FM 857,7M8,FM 858,23:05/03,,23:05/03,32R,82I,38,38,Stand Occ,82I,,,,,,,,,,,,,,,,,
4/3/2026,22:10/03,22:10/03,,KE 677,788,KE 678,23:25/03,,23:25/03,12,12,11,11,Stand Occ,12,,,,,,,,,,,,,,,,,
4/3/2026,22:40/03,22:40/03,,9C 8521,320,9C 8522,23:35/03,,23:35/03,3,84I,12,12,Contact Avail,84I,,,,,,,,,,,,,,,,,
4/3/2026,22:45/03,22:45/03,,FM 831,7M8,FM 832,00:05/04,,00:05/04,11,82I,34R,34R,Stand Occ,82I,,,,,,,,,,,,,,,,,
4/4/2026,07:55/04,,,FD 3001,32Q,FD 3002,08:30/04,,,1,84I,7,7,Contact Avail,84I,,,,,,,,,,,,,,,,,
4/4/2026,08:05/04,,,AK 818,32Q,AK 819,08:40/04,,,39,09i,9,9,Contact Avail,09I,,,,,,,,,,,,,,,,,
4/4/2026,09:45/04,,,MH 786,7M8,MH 787,10:30/04,,,15,14,14,14,Stand Occ,14,Gate Congestion,,,,,,,,,,,,,,,,
4/4/2026,10:20/04,,,FD 3160,320,FD 3159,10:55/04,,,4,08d,8,8,Stand Occ,08D,Gate Congestion,,,,,,,,,,,,,,,,
4/4/2026,10:30/04,,,UO 724,321,UO 725,11:15/04,,,14,14,15,15,Stand Occ,14,,,,,,,,,,,,,,,,,
4/4/2026,10:50/04,,,CX 771,333,CX 770,11:50/04,,,10,10I,8,8,Stand Occ,10I,,,,,,,,,,,,,,,,,
4/4/2026,10:50/04,,,SQ 728,7M8,SQ 727,11:40/04,,,8,10I,10,10,Stand Occ,10I,Gate Congestion,,,,,,,,,,,,,,,,
4/4/2026,11:05/04,,,DD 522,738,DD 523,11:35/04,,,7,07D,4,4,Stand Occ,07D,,,,,,,,,,,,,,,,,
4/4/2026,11:20/04,,,6E 1073,321,6E 1072,12:20/04,,,15,15,14,14,Stand Occ,15,,,,,,,,,,,,,,,,,
4/4/2026,12:00/04,,,FD 3025,320,FD 3026,12:30/04,,,8,08D,7,7,Stand Occ,08D,,,,,,,,,,,,,,,,,
4/4/2026,12:30/04,,,OD 540,738,OD 541,13:30/04,,,15,15,15,15,Contact Avail,,Gate Congestion,,,,,,,,,,,,,,,,
4/4/2026,12:55/04,,,JQ 071,321,JQ 072,14:25/04,,,15,14,14,14,Stand Occ,14,,,,,,,,,,,,,,,,,
4/4/2026,13:05/04,,,VZ 414,320,VZ 417,13:35/04,,,8,06D,6,6,Stand Occ,06D,,,,,,,,,,,,,,,,,
4/4/2026,13:20/04,,,MH 794,738,MH 795,14:05/04,,,37,08I,8,8,Contact Avail,08I,,,,,,,,,,,,,,,,,
4/4/2026,13:25/04,18:53/04,18:58/04,SU 254,77W,SU 255,16:25/04,,,14,11I,11,11,Stand Occ,11I,,,,,,,,,,,,,,,,,
4/4/2026,13:55/04,,,FD 3005,320,FD 3006,14:25/04,,,6,10I,10,10,Stand Occ,10I,Gate Congestion,,,,,,,,,,,,,,,,
4/4/2026,15:40/04,,,CZ 6063,320,CZ 6064,16:40/04,16:34/04,16:52/04,10,14,14,14,Stand Occ,14,Gate Congestion,,,,,,,,,,,,,,,,
4/4/2026,18:45/04,18:44/04,18:46/04,FD 3027,32Q,FD 3028,19:20/04,19:30/04,19:50/04,1,05I,5,5,Contact Avail,05I,,,,,,,,,,,,,,,,,
4/4/2026,19:20/04,,,JQ 027,788,JQ 028,21:05/04,,,11,09I,9,9,Stand Occ,09I,,,,,,,,,,,,,,,,,
4/4/2026,19:25/04,19:27/04,19:30/04,SL 762,738,SL 763,20:15/04,20:10/04,20:25/04,5,07I,7,7,Stand Occ,07I,Gate Congestion,,,,,,,,,,,,,,,,
4/4/2026,19:40/04,23:33/04,23:36/04,QZ 246,320,QZ 247,06:30/05,,,34R,83I,37,37,Stand Occ,83I,,,,,,,,,,,,,,,,,
4/4/2026,19:45/04,22:40/04,22:53/04,ZF 2919,76W,ZF 2938,21:35/04,00:02/05,00:18/05,39,15,15,15,Contact Avail,15,Gate Congestion,,,,,,,,,,,,,,,,
4/4/2026,20:00/04,20:02/04,20:05/04,FD 4114,320,FD 3010,20:35/04,21:02/04,21:11/04,7,05D,5,5,Stand Occ,05D,Gate Congestion,,,,,,,,,,,,,,,,
4/4/2026,20:40/04,20:47/04,20:50/04,TG 221,321,TG 222,21:20/04,21:44/04,21:53/04,6,08I,8,8,Stand Occ,08I,Gate Congestion,,,,,,,,,,,,,,,,
4/4/2026,20:55/04,20:40/04,,SL 764,73J,SL 765,22:05/04,21:50/04,22:01/04,5,07I,7,7,Stand Occ,07I,Gate Congestion,,,,,,,,,,,,,,,,
4/4/2026,21:15/04,21:00/04,21:07/04,PG 279,319,PG 280,21:55/04,21:50/04,21:59/04,8,05I,5,5,Stand Occ,05I,Gate Congestion,,,,,,,,,,,,,,,,
4/4/2026,21:25/04,21:06/04,21:08/04,FD 3031,32Q,FD 3032,22:05/04,21:56/04,22:08/04,7,06I,6,6,Stand Occ,06I,,,,,,,,,,,,,,,,,
4/4/2026,21:40/04,22:06/04,22:11/04,OZ 747,333,OZ 748,22:50/04,23:26/04,23:43/04,9,14,14,14,Stand Occ,14,Gate Congestion,,,,,,,,,,,,,,,,
4/4/2026,21:45/04,21:33/04,21:47/04,FD 4419,320,FD 4420,22:15/04,22:16/04,22:32/04,6,8,8,8,Stand Occ,8,,,,,,,,,,,,,,,,,
4/4/2026,22:10/04,22:24/04,22:31/04,KE 677,788,KE 678,23:25/04,00:10/05,00:22/05,14,09I,9,10,Stand Occ,10,,9,Stand Occ,09I,,,,,,,,,,,,,
4/4/2026,22:35/04,22:15/04,22:17/04,FD 3168,320,FD 3036,07:40/05,,,4,05I,5,5,Stand Occ,05I,,,,,,,,,,,,,,,,,
4/4/2026,22:40/04,22:34/04,,9C 8521,32N,9C 8522,23:35/04,23:50/04,00:06/05,39,11I,11,40,Stand Occ,81I,,9,Contact Avail,09I,Gate Congestion,10,Stand Occ,10I,,11,Stand Occ,11I,,,,,
4/4/2026,22:45/04,22:11/04,22:15/04,FM 831,73G,FM 832,00:05/05,23:53/04,00:03/05,10,82I,40,9,Stand Occ,09I,,40,Stand Occ,82I,,,,,,,,,,,,,
4/4/2026,23:15/04,23:04/04,23:07/04,SL 770,738,SL 771,07:55/05,,,5,04I,4,4,Stand Occ,04I,,,,,,,,,,,,,,,,,
